date,lower,upper
2016-05-16 11:00:00,-46.343420018874525,222.59787438151588
2016-05-16 12:00:00,-48.89951718695653,220.04184644251194
2016-05-16 13:00:00,-55.0486598199121,213.89274885121702
2016-05-16 14:00:00,-53.93328186051734,215.00815611551383
2016-05-16 15:00:00,-61.6643214888816,207.27713555343863
2016-05-16 16:00:00,-37.40598730015796,231.53548214702857
2016-05-16 17:00:00,-6.462920486896422,262.47855703111645
2016-05-16 18:00:00,-10.851202397770592,258.09028037126654
2016-05-16 19:00:00,-36.35028687222476,232.95968952456914
2016-05-16 20:00:00,-41.57871486520341,227.79223963750601
2016-05-16 21:00:00,-61.695508162801644,207.7151117941021
2016-05-16 22:00:00,-69.24639595015691,200.19002792336352
2016-05-16 23:00:00,-70.79432406835804,198.6588869656709
2016-05-17 00:00:00,-73.89593935168247,195.5681931461754
2016-05-17 01:00:00,-73.16659247807377,196.30464548084132
2016-05-17 02:00:00,-70.39014888872515,199.085711909008
2016-05-17 03:00:00,-65.52976010628628,203.94910835007175
2016-05-17 04:00:00,-63.22275701284116,206.25806826172084
2016-05-17 05:00:00,-58.383299361837175,211.09879904584417
2016-05-17 06:00:00,-48.995705812762594,220.4872209147544
2016-05-17 07:00:00,-27.45460932620837,242.02885631956843
2016-05-17 08:00:00,-11.726079619401759,257.75773665560723
2016-05-17 09:00:00,-32.8593625806802,236.62468181970237
2016-05-17 10:00:00,-37.49449866143114,231.9896941612758
2016-05-17 11:00:00,-25.298329461900167,244.1859599269685
2016-05-17 12:00:00,-23.1293040252838,246.35504819122977
2016-05-17 13:00:00,-29.273881403515304,240.21051168977436
2016-05-17 14:00:00,-29.357412734712113,240.12700695373223
2016-05-17 15:00:00,-40.57885425953694,228.90558273218684
2016-05-17 16:00:00,-23.471048969763373,246.01339927978142
2016-05-17 17:00:00,0.8877703386874884,270.3722259127708
2016-05-17 18:00:00,-6.416153030564601,263.06830730899446
2016-05-17 19:00:00,-28.531525215566063,241.2876794144178
2016-05-17 20:00:00,-34.162599502677864,235.71200238561315
2016-05-17 21:00:00,-50.83508275072094,219.07555495145945
2016-05-17 22:00:00,-57.4152647804532,212.51881588196505
2016-05-17 23:00:00,-62.84123106784561,207.10810090855568
2016-05-18 00:00:00,-65.95747450696906,204.00177978308125
2016-05-18 01:00:00,-66.0258747351761,203.9398349929009
2016-05-18 02:00:00,-66.30389207553682,203.6660175925226
2016-05-18 03:00:00,-65.55826452516152,204.414377663513
2016-05-18 04:00:00,-67.17917671814305,202.7952432822237
2016-05-18 05:00:00,-65.77642478422797,204.19915188577937
2016-05-18 06:00:00,-58.8438801109306,211.1324491062692
2016-05-18 07:00:00,-40.01397166684414,229.96284716982592
2016-05-18 08:00:00,-19.58872071985384,250.38841667148046
2016-05-18 09:00:00,-36.098434654485615,233.87890999398076
2016-05-18 10:00:00,-34.034370856368696,235.9431086371909
2016-05-18 11:00:00,-14.07116424494096,255.90640298119996
2016-05-18 12:00:00,-15.133462987164634,254.84416131933978
2016-05-18 13:00:00,-19.91496958892145,250.06269185507688
2016-05-18 14:00:00,-12.5267844165961,257.450901189714
2016-05-18 15:00:00,-23.723615410201944,246.2540859165369
2016-05-18 16:00:00,-8.690684569186587,261.2870269855426
2016-05-18 17:00:00,14.797219073283685,284.7749372825251
2016-05-18 18:00:00,5.9166707728361985,275.8943933116225
2016-05-18 19:00:00,-19.610134336863382,250.67173035223885
2016-05-18 20:00:00,-24.096535083031625,246.23566586120606
2016-05-18 21:00:00,-41.17023426363093,229.19471083657348
2016-05-18 22:00:00,-54.90339135396164,215.48285554903993
2016-05-18 23:00:00,-57.615686118676905,212.78441921524367
2016-05-19 00:00:00,-56.799822682690746,213.60929881165228
2016-05-19 01:00:00,-59.331772990768656,211.0832144165872
2016-05-19 02:00:00,-62.760089411310716,207.65871439512273
2016-05-19 03:00:00,-62.688916468836965,207.7323703258362
2016-05-19 04:00:00,-62.9422570023884,207.4806452563815
2016-05-19 05:00:00,-58.376226118719075,212.04772718456067
2016-05-19 06:00:00,-54.0392355734443,216.38540155590547
2016-05-19 07:00:00,-40.97894881728628,229.44613322054641
2016-05-19 08:00:00,-27.649220258084426,242.7761512447321
2016-05-19 09:00:00,-50.30344114966675,220.1221186840536
2016-05-19 10:00:00,-53.38173587464922,217.04394649043837
2016-05-19 11:00:00,-40.783386225634146,229.64237586051195
2016-05-19 12:00:00,-42.61281984168794,227.81299411238496
2016-05-19 13:00:00,-49.345694585940834,221.080153114323
2016-05-19 14:00:00,-50.38937747447291,220.03649218166112
2016-05-19 15:00:00,-54.75185392786281,215.67403001314997
2016-05-19 16:00:00,-31.303254815944342,239.12263841906451
2016-05-19 17:00:00,-5.7433245984445875,264.6825746834033
2016-05-19 18:00:00,-10.89948299458861,259.52642022144113
2016-05-19 19:00:00,-30.98527449001233,239.71701182863103
2016-05-19 20:00:00,-36.41180404342717,234.3362271225266
2016-05-19 21:00:00,-52.72566148982308,218.05212750628084
2016-05-19 22:00:00,-57.26027837225028,213.5368698431368
2016-05-19 23:00:00,-56.241730589659696,214.56801233521895
2016-05-20 00:00:00,-57.96596955281467,212.85196739969274
2016-05-20 01:00:00,-58.285132874442354,212.53813512514733
2016-05-20 02:00:00,-58.81612560822202,212.01061080912876
2016-05-20 03:00:00,-53.10311626342511,217.7258767443973
2016-05-20 04:00:00,-45.41762592294745,225.4128352527005
2016-05-20 05:00:00,-43.538534818819286,227.29288156867125
2016-05-20 06:00:00,-39.9877870279369,230.84425083556943
2016-05-20 07:00:00,-24.44034494340309,246.39209726269388
2016-05-20 08:00:00,-12.489937918746548,258.3427673595118
2016-05-20 09:00:00,-30.815498789537656,240.0173776480136
2016-05-20 10:00:00,-32.659653943829596,238.17333385294563
2016-05-20 11:00:00,-25.34118735583344,245.4918728932102
2016-05-20 12:00:00,-23.163936691306816,247.6691706964617
2016-05-20 13:00:00,-28.19951143429853,242.6336266227588
2016-05-20 14:00:00,-29.167749094488386,241.66540891655234
2016-05-20 15:00:00,-37.60424252903769,233.22892846441883
2016-05-20 16:00:00,-23.062181319975338,247.7709981200717
2016-05-20 17:00:00,2.1961357754428548,273.0293207109919
2016-05-20 18:00:00,-3.155098018483301,267.67809049253776
2016-05-20 19:00:00,-23.436519851936055,247.6478636442443
2016-05-20 20:00:00,-34.960437599561146,236.16552408355204
2016-05-20 21:00:00,-56.37522195202557,214.77778742344043
2016-05-20 22:00:00,-62.70145074126722,208.46915489674618
2016-05-20 23:00:00,-61.569724910067265,209.61232855643377
2016-05-21 00:00:00,-57.017008901639315,214.1724924663261
2016-05-21 01:00:00,-51.18486764604452,220.00947934933205
2016-05-21 02:00:00,-47.94320113853654,223.254298461782
2016-05-21 03:00:00,-48.475466120697064,222.7240846008252
2016-05-21 04:00:00,-51.13089236317842,220.06999284597316
2016-05-21 05:00:00,-47.78641125777864,223.41534218924846
2016-05-21 06:00:00,-38.24523953362572,232.95707880292272
2016-05-21 07:00:00,-25.35133980678407,245.85134605630864
2016-05-21 08:00:00,-15.334547078326764,255.868377903809
2016-05-21 09:00:00,-30.68381446849041,240.5192660886372
2016-05-21 10:00:00,-28.457380352532667,242.7458014244055
2016-05-21 11:00:00,-13.696871421272903,257.5063762110551
2016-05-21 12:00:00,-11.254743332030728,259.9485471469774
2016-05-21 13:00:00,-15.935439990735603,255.26787836508143
2016-05-21 14:00:00,-14.64967209211261,256.55366440085106
2016-05-21 15:00:00,-21.80764344824634,249.39570484506686
2016-05-21 16:00:00,-5.498364044292771,265.7049919265377
2016-05-21 17:00:00,13.601709647423348,284.805070613383
2016-05-21 18:00:00,7.202274146246026,278.4056383621262
2016-05-21 19:00:00,-14.384314447212262,257.0473828822328
2016-05-21 20:00:00,-32.13455544654673,239.33493781889254
2016-05-21 21:00:00,-51.67687758963481,219.81720320215507
2016-05-21 22:00:00,-53.647935789314516,217.8621408901699
2016-05-21 23:00:00,-54.19592606843159,217.32455731425964
2016-05-22 00:00:00,-58.87572023958106,212.65153371525676
2016-05-22 01:00:00,-56.51788624318337,215.01377267573812
2016-05-22 02:00:00,-56.69546932851503,214.83905550006378
2016-05-22 03:00:00,-62.1751584918797,209.3612309322848
2016-05-22 04:00:00,-57.23408256498942,214.30351999137235
2016-05-22 05:00:00,-48.86942174623303,222.66897009261615
2016-05-22 06:00:00,-47.831750780265665,223.70715457858478
2016-05-22 07:00:00,-26.452329678727494,245.08690978485367
2016-05-22 08:00:00,-15.542650217959192,255.99680661988492
2016-05-22 09:00:00,-32.983403659825015,238.5561946054899
2016-05-22 10:00:00,-33.959156445603725,237.58053383490105
2016-05-22 11:00:00,-24.559228279650725,246.98052186755746
2016-05-22 12:00:00,-25.39343439146012,246.14635470608357
2016-05-22 13:00:00,-36.76914915041526,234.77066528890697
2016-05-22 14:00:00,-36.52625730768315,235.01357361945006
2016-05-22 15:00:00,-44.929639081596264,226.6102025727994
2016-05-22 16:00:00,-31.50943914930616,240.0304094844373
2016-05-22 17:00:00,-13.270190467706612,258.2696627069247
2016-05-22 18:00:00,-17.46615707499842,254.07369905401572
2016-05-22 19:00:00,-33.43651109022662,238.3109222905305
2016-05-22 20:00:00,-27.88523119575561,243.89656395665443
2016-05-22 21:00:00,-27.675174163977374,244.12897471153474
2016-05-22 22:00:00,-33.828009422557784,237.99068219690037
2016-05-22 23:00:00,-41.30904320037976,230.51910976933434
2016-05-23 00:00:00,-45.27822042014081,226.55608809560857
2016-05-23 01:00:00,-45.322701251250066,226.51561209745506
2016-05-23 02:00:00,-46.351822211099886,225.48909672151962
2016-05-23 03:00:00,-49.620435659354825,222.22217849912084
2016-05-23 04:00:00,-52.752255451013355,219.09146164589788
2016-05-23 05:00:00,-48.91374712399937,222.9306875618842
2016-05-23 06:00:00,-45.58590084490177,226.25900071612105
2016-05-23 07:00:00,-36.637812842147554,235.2073924757195
2016-05-23 08:00:00,-27.105873996848075,244.7395289504454
2016-05-23 09:00:00,-44.4943449212908,227.3511866071476
2016-05-23 10:00:00,-46.13838162391272,225.7072335616744
2016-05-23 11:00:00,-29.89897002983254,241.9466995845704
2016-05-23 12:00:00,-25.815018801275485,246.03068622547784
2016-05-23 13:00:00,-31.23278089704263,240.61294716961362
2016-05-23 14:00:00,-28.79069515574956,243.05504790107665
2016-05-23 15:00:00,-33.29185711728937,238.55389569240762
2016-05-23 16:00:00,-16.71329008338435,255.1324690717038
2016-05-23 17:00:00,6.151142527048307,277.99690581056086
2016-05-23 18:00:00,0.15275038802747076,271.9985163575668
2016-05-23 19:00:00,-21.003029758816496,251.03146517522978
2016-05-23 20:00:00,-25.174639044793025,246.8910988433762
2016-05-23 21:00:00,-38.252736318977696,233.83332656976293
2016-05-23 22:00:00,-49.859252807354,222.24003307414227
2016-05-23 23:00:00,-51.96809738455265,220.13979126632756
2016-05-24 00:00:00,-52.610091581507675,219.50339403819868
2016-05-24 01:00:00,-51.29015841384353,220.82696863157582
2016-05-24 02:00:00,-48.16562830685584,223.95386788877377
2016-05-24 03:00:00,-54.424077964931115,217.69695963091348
2016-05-24 04:00:00,-57.33172361768456,214.79031683588417
2016-05-24 05:00:00,-53.100019605659455,219.0226733230079
2016-05-24 06:00:00,-45.81318337874832,226.3099340609902
2016-05-24 07:00:00,-32.31761464396881,239.80577898987224
2016-05-24 08:00:00,-23.30926272964905,248.81431060083992
2016-05-24 09:00:00,-37.35121442362191,234.77247582064058
2016-05-24 10:00:00,-39.685085408973436,232.4386809014438
2016-05-24 11:00:00,-34.65631682425561,237.46749897614427
2016-05-24 12:00:00,-37.40784878629354,234.71599921316488
2016-05-24 13:00:00,-36.574693643580304,235.54917530515672
2016-05-24 14:00:00,-32.69341888524377,239.43046369346598
2016-05-24 15:00:00,-41.86183164981409,230.26205979679796
2016-05-24 16:00:00,-32.0062239456459,240.11767327058118
2016-05-24 17:00:00,-10.469206842777155,261.654694127264
2016-05-24 18:00:00,-9.609720524279666,262.5141828880602
2016-05-24 19:00:00,-21.945498005119532,250.3500146997104
2016-05-24 20:00:00,-26.838199234899776,245.48572341664914
2016-05-24 21:00:00,-42.21168099711639,230.13072381173208
2016-05-24 22:00:00,-50.27266689179076,222.08176206486377
2016-05-24 23:00:00,-61.726933327034914,210.6353184691378
2016-05-25 00:00:00,-68.85975465612219,203.5075866980176
2016-05-25 01:00:00,-67.31965531087306,205.05099734919204
2016-05-25 02:00:00,-67.12428625159563,205.24852078141978
2016-05-25 03:00:00,-67.86160292406834,204.51260577318004
2016-05-25 04:00:00,-67.84373416382203,204.53138647724876
2016-05-25 05:00:00,-63.79431562138491,208.5813983449271
2016-05-25 06:00:00,-57.99860212596667,214.3774978676126
2016-05-25 07:00:00,-47.37113614709024,225.00521500240575
2016-05-25 08:00:00,-39.786927222039466,232.58958733384117
2016-05-25 09:00:00,-55.54770544527118,216.82891542565892
2016-05-25 10:00:00,-59.15338828066942,213.22330176070173
2016-05-25 11:00:00,-51.8514088413654,220.52532620351622
2016-05-25 12:00:00,-51.91840565030009,220.4583586746623
2016-05-25 13:00:00,-53.27822203958411,219.09856133551833
2016-05-25 14:00:00,-50.01116776804511,222.3656280014168
2016-05-25 15:00:00,-56.06600904719042,216.31079478626194
2016-05-25 16:00:00,-44.75737130738368,227.61943777264446
2016-05-25 17:00:00,-27.57661682515888,244.80019566838453
2016-05-25 18:00:00,-27.88764213099786,244.48917258343988
2016-05-25 19:00:00,-44.0780102298431,228.45486118866992
2016-05-25 20:00:00,-48.36921186668371,224.18949563262748
2016-05-25 21:00:00,-58.77219136584854,213.80332398850032
2016-05-25 22:00:00,-59.38549383946601,213.2009564487326
2016-05-25 23:00:00,-54.736369104888766,217.85719541034507
2016-05-26 00:00:00,-57.344387291142354,215.25380576711746
2016-05-26 01:00:00,-56.758461734417125,215.84274269411074
2016-05-26 02:00:00,-59.98997343304822,212.61319022870717
2016-05-26 03:00:00,-64.4415745916248,208.16286377457575
2016-05-26 04:00:00,-63.85512150167767,208.7501462067205
2016-05-26 05:00:00,-60.23133974654314,212.37446754529378
2016-05-26 06:00:00,-56.25922231154715,216.3469360423045
2016-05-26 07:00:00,-45.696085491287135,226.91030126951648
2016-05-26 08:00:00,-36.256430377741424,236.35010498858725
2016-05-26 09:00:00,-49.17467242251405,223.43195962917048
2016-05-26 10:00:00,-52.01002952431995,220.5966654325595
2016-05-26 11:00:00,-46.449116085971696,226.1576197981392
2016-05-26 12:00:00,-48.47418564548984,224.1325768666028
2016-05-26 13:00:00,-49.16262711096542,223.44415272576484
2016-05-26 14:00:00,-42.71126520195577,229.89552590649146
2016-05-26 15:00:00,-49.58476866323204,223.02202977879452
2016-05-26 16:00:00,-39.82101408095534,232.78578913242845
2016-05-26 17:00:00,-19.245071009835627,253.3617353078779
2016-05-26 18:00:00,-21.496163237646698,251.11064509979948
2016-05-26 19:00:00,-32.84641633040732,239.90231729344842
2016-05-26 20:00:00,-36.78657166823098,235.98565921513716
2016-05-26 21:00:00,-45.24318371390538,227.5443335959745
2016-05-26 22:00:00,-43.82467802157676,228.97278445015428
2016-05-26 23:00:00,-47.74725287471523,225.05667990163334
2016-05-27 00:00:00,-54.69135749179955,218.1167848974841
2016-05-27 01:00:00,-57.93543243312449,214.87544877037436
2016-05-27 02:00:00,-60.85258415089062,211.96007895911555
2016-05-27 03:00:00,-56.828533158524976,215.98528928531783
2016-05-27 04:00:00,-50.70228970021802,222.11228702420632
2016-05-27 05:00:00,-53.779015810975324,219.03605166069966
2016-05-27 06:00:00,-51.75621066029649,221.0591760997995
2016-05-27 07:00:00,-42.80433226304861,230.01126223157587
2016-05-27 08:00:00,-29.46235109203336,243.35337855828732
2016-05-27 09:00:00,-43.81835189290457,228.9974656920815
2016-05-27 10:00:00,-49.88200435740579,222.93387043942346
2016-05-27 11:00:00,-41.63211424067272,231.1837977791934
2016-05-27 12:00:00,-46.136282672930946,226.67965356490257
2016-05-27 13:00:00,-48.478806832064095,224.33714516240894
2016-05-27 14:00:00,-44.549132011512526,228.26683023451017
2016-05-27 15:00:00,-50.13550931606434,222.68045959979875
2016-05-27 16:00:00,-35.376324389001894,237.43964886637812
2016-05-27 17:00:00,-13.745857385437716,259.07011869330904
2016-05-27 18:00:00,-14.335437395822396,258.48054051985747
